,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
99,0.3129143718078666,0.4786484801755547,0.54941442544854,0.3458502424331862,0.4453643640229458,0.0049130217014383,0.0680556221870556,0.015434478003254,0.365812457750652,0.5551607441214227,0.4620183679791466
100,0.3403628144876106,0.521314312058965,0.533262541985793,0.4927508981163247,0.4559704026754046,0.0048956308529297,0.0962356989656294,0.0063269002024561,0.5582946261630639,0.514019859002277,0.5728549067306398
101,0.3289780159908479,0.5826641370842236,0.4827107840876964,0.3223231884443348,0.5129367130607009,0.00489888047557,0.0531297740768248,0.0049690988265405,0.4813468554163687,0.5349525559661755,0.5173022092542264
102,0.2114211272109926,0.5049215288281568,0.5203766014754105,0.3340642545532217,0.4694438460800396,0.0019112736306181,0.0454965253380623,0.0038242090166399,0.5319856512098459,0.7671090411263599,0.4896332715881338
103,0.2907136288737851,0.4816711465689337,0.4267697329978014,0.3807891991330297,0.3735393246431542,0.0022166021978798,0.0503751393835316,0.0019142585464157,0.4507781035920771,0.3874991467021858,0.3611930091203768
104,0.2682701145646001,0.4030737723812623,0.4820604279941344,0.2888104916751131,0.3850575870822099,0.0017314769582129,0.0425693794712946,0.0030341427515291,0.2688405271500885,0.542796064065643,0.3409560465457481
105,0.2635921527180836,0.4871758232153785,0.4815092325423634,0.2813660120131389,0.4807204184472267,0.0021497288699165,0.0581029427126054,0.0018249108513827,0.5192973995170422,0.5394831337247836,0.3990155631573402
106,0.316057688695248,0.5469892503063557,0.4933711543261759,0.4014214215576496,0.471119312116613,0.0027918888490552,0.0783438105332121,0.0065528255158616,0.4844965817071548,0.5808641167989663,0.4287161524216109
107,0.4307031571284135,0.4837044572378607,0.5040897903903708,0.4248954926486142,0.5117372373578662,0.0059637067120702,0.0720241907295723,0.0060663814676271,0.5395905834049723,0.472268432413522,0.4647991452438951
108,0.279072178295807,0.4797730045849612,0.4636841402368415,0.2575667701330943,0.4539699747418177,0.0017126492858881,0.0408602678068772,0.0031456891801927,0.2842996577928984,0.6316022323274055,0.3546106130132367
109,0.2332962673916375,0.5232390487842259,0.5198334412561234,0.3446730051771995,0.4684793482843666,0.0014939704878864,0.0498201801214762,0.0020070205203697,0.3480873730289733,0.565383054061985,0.4587806934300953
110,0.4311738624288214,0.5739543392993334,0.5311929921315062,0.5010775049212545,0.5396407824185356,0.0031822447864748,0.0750419964373678,0.0067177968711732,0.5217969731747637,0.5122006852953948,0.5961765966025525
111,0.3561009460613237,0.435310257934578,0.5790988052560615,0.5178103247621881,0.4765395557548603,0.004167778052468,0.0880577061020174,0.0074226840300817,0.5417156560299847,0.6520247224060026,0.4452544823043729
112,0.3779717152127655,0.5464002922768826,0.5025455580701722,0.3636069774011197,0.5395361419891257,0.0015203777393586,0.0768137839471284,0.0043431884113958,0.6014543438617167,0.510040933753665,0.4935032118312891
113,0.2802016320782913,0.5358230646906481,0.4429574636770017,0.4217259105033734,0.429284759836303,0.0028696146366361,0.0547628997135003,0.0024863139865058,0.5263831581589759,0.7227357556960455,0.316992261290172
114,0.3421241215140522,0.4242084301941415,0.4159289159426464,0.2737007188874645,0.5165522075132569,0.0199370419609785,0.0487494826054628,0.0016554706657299,0.3825276892005573,0.5660906772270993,0.4314984472487999
115,0.3103449330032329,0.5449553980720727,0.566255541646374,0.5181316520771786,0.5005865614565108,0.0017887582363,0.1111161983210005,0.0163234937517,0.5826108673272551,0.5614562821962008,0.6417159170321819
116,0.9247606223998658,0.522935970602655,0.5258898268730862,0.5316982985418359,0.4807382997938255,0.0053279389231581,0.1350259081408387,0.0317481504544985,0.5368682633288505,0.5558347591175133,0.627707039052666
117,0.2313631505971908,0.4635609928883054,0.4532780207141122,0.1619054021531024,0.4606395481881546,0.0013348818738328,0.0385619021957343,0.0011196435715486,0.2506599739726888,0.7356482683951886,0.3392005761904293
118,0.3084144934796525,0.5490616643560597,0.5168394589408618,0.4569971259256515,0.4377502154783342,0.0053504633640638,0.0704305559076962,0.0061433304224879,0.473297667880962,0.4658738745392572,0.4419745476397762
119,0.4519373915045153,0.5411598417741614,0.5665716384370585,0.3585849396195935,0.4599900621034528,0.0073634641572778,0.1106817610915735,0.0146176223130988,0.5654649126419992,0.4498550801334913,0.6057582214654285
120,0.3034059673395351,0.5440733279516835,0.4977947179318882,0.4215351125734779,0.5199649724964764,0.0147004753819566,0.0866384948032108,0.0248106339733,0.5569035167766729,0.5771002648051705,0.5634399624883356
121,0.2567492507918159,0.5007007166284809,0.4785834206043831,0.3687532000220657,0.4765241045773259,0.0018400212918003,0.0698019967985269,0.0049339727006401,0.4824491343803632,0.6369318190542475,0.4266823357024348
122,0.3124044543307441,0.5479216319965043,0.509310336156813,0.4693298428831474,0.522137239960912,0.0020233256178334,0.0977424433136735,0.0079506051360188,0.5765248891839614,0.4806663498323351,0.3661728127358681
123,0.2283343554214568,0.4748033142615177,0.4551998902019018,0.3492727760225407,0.4598649104314584,0.0014837212272476,0.0547450888400612,0.0027791820812835,0.4745279077543593,0.6581079279999617,0.361477426022823
124,0.2697548266818744,0.4756991915283693,0.4895318499093236,0.2586924362932741,0.4054814747814643,0.0013329770527629,0.0422769154625951,0.0021845284037974,0.2603459840336972,0.7374966385085465,0.3518024940162134
125,0.2614964705070648,0.5078907572526601,0.4828463878064617,0.3727892767972063,0.4551562516596671,0.0015339113582799,0.071400763479236,0.0027067753323938,0.5636809789672754,0.5883800892242224,0.3858893496523987
126,0.3457540625234969,0.4900582845793461,0.4501022281795397,0.4162286111836075,0.5325314742985595,0.0115784828177503,0.0702844808865683,0.0062991528187499,0.4857501759732489,0.4958862308920654,0.5770885623146041
127,0.2348677988698947,0.4673099055416295,0.4670123015332881,0.2166040002144382,0.4028213519547816,0.0016830929555459,0.0361331739618588,0.0017684465200836,0.2432409203322506,0.5218617866685858,0.3264335135765365
128,0.2422595037489402,0.4998674226868733,0.4743359500185616,0.1975120118467472,0.4057084101059958,0.0016420904699633,0.0372449610193583,0.0012830925035488,0.2438725113776646,0.5967319256037507,0.3185075075470771
129,0.2862796140287203,0.550821547832905,0.5420837193896072,0.4486083426104212,0.4648082098088305,0.0018758897530405,0.0496149256822497,0.0017632669794288,0.4861979316123592,0.5858780175344109,0.4466863007332472
130,0.3768679615202706,0.5802358824366218,0.5232495316940218,0.4979717844318532,0.4478829415703385,0.0051789653427859,0.101600407486225,0.0276771237004697,0.6210066046821036,0.5484858543172413,0.4303928745006202
131,0.291809912171693,0.513928732466984,0.4422630215378422,0.3247838021006266,0.516050907960305,0.0014683963065753,0.0746627695166089,0.0075635826121552,0.5991037162443837,0.6690472562969353,0.2972791366784382
132,0.3191821996687646,0.5072257917901398,0.4645862105686139,0.3364687717890844,0.5879692717375385,0.0017329151203199,0.0531705226569905,0.0025537339188905,0.51017360683542,0.7057783437271581,0.5328968762708634
133,0.3766440872993581,0.6030709493096567,0.4262429338376832,0.5884777992156007,0.4063515677097046,0.0041104577630198,0.0753235504769111,0.0079838453438698,0.5303544790376725,0.4771434025119143,0.4522614529452867
134,0.3457010103282273,0.4782868811888548,0.5095072193235621,0.4055750984870119,0.4501842319384286,0.004317763094865,0.0763290634885827,0.0058309873279777,0.4137805407826821,0.3850307697189352,0.4358355474814605
135,0.394297531739311,0.5037880696173883,0.5391800613182297,0.4465860402799557,0.5694937090026455,0.0037166382415471,0.0838055135360911,0.0067072764644548,0.5773507611047665,0.4938664368783203,0.5107496852330312
136,0.2276348362226062,0.4696205802819208,0.4781318139071271,0.2333675063917435,0.43057805974649,0.0014240735995195,0.0411811292832789,0.0014824731157182,0.2500503169588132,0.6241850111359184,0.3440489772288183
137,0.3680079107968453,0.4501626809040351,0.4409403636852309,0.3394778190459075,0.5338078164905076,0.0074084484824385,0.1599660548907374,0.012507161140057,0.4981009126655469,0.5020082133410396,0.4816968861624616
138,0.2707840860683279,0.4886960418663338,0.4959835202856151,0.4653248743540642,0.5479771192307945,0.0018151946051834,0.0801078182366455,0.0045017450604988,0.5708322564231727,0.5187481058676944,0.4793842664548062
